entity_id,state,last_changed
sensor.ds18b20_sensor_28d206,14.6875,2025-10-07T08:10:04.716Z
sensor.ds18b20_sensor_28d206,14.75,2025-10-07T08:15:05.175Z
sensor.ds18b20_sensor_28d206,14.875,2025-10-07T08:20:05.937Z
sensor.ds18b20_sensor_28d206,14.9375,2025-10-07T08:25:06.998Z
sensor.ds18b20_sensor_28d206,15.0625,2025-10-07T08:30:07.128Z
sensor.ds18b20_sensor_28d206,15.1875,2025-10-07T08:35:07.268Z
sensor.ds18b20_sensor_28d206,15.25,2025-10-07T08:40:12.934Z
sensor.ds18b20_sensor_28d206,15.3125,2025-10-07T08:45:13.076Z
sensor.ds18b20_sensor_28d206,15.375,2025-10-07T08:50:13.876Z
sensor.ds18b20_sensor_28d206,15.4375,2025-10-07T08:55:14.717Z
sensor.ds18b20_sensor_288ba6,21.162073641024303,2025-09-27T22:00:00.000Z
sensor.ds18b20_sensor_288ba6,21.110217563003474,2025-09-27T23:00:00.000Z
sensor.ds18b20_sensor_288ba6,21.063542726996527,2025-09-28T00:00:00.000Z
sensor.ds18b20_sensor_288ba6,21.015662278802083,2025-09-28T01:00:00.000Z
sensor.ds18b20_sensor_288ba6,20.975296268506945,2025-09-28T02:00:00.000Z
sensor.ds18b20_sensor_288ba6,20.912983863541665,2025-09-28T03:00:00.000Z
sensor.ds18b20_sensor_288ba6,20.86113559916667,2025-09-28T04:00:00.000Z
sensor.ds18b20_sensor_288ba6,20.8039950125,2025-09-28T05:00:00.000Z
sensor.ds18b20_sensor_288ba6,20.784434184427084,2025-09-28T06:00:00.000Z
sensor.ds18b20_sensor_288ba6,20.90765215673611,2025-09-28T07:00:00.000Z
sensor.ds18b20_sensor_288ba6,19.6199228015625,2025-09-28T08:00:00.000Z
sensor.ds18b20_sensor_288ba6,20.312504012829862,2025-09-28T09:00:00.000Z
sensor.ds18b20_sensor_288ba6,25.00136713284722,2025-09-28T10:00:00.000Z
sensor.ds18b20_sensor_288ba6,27.84271694390625,2025-09-28T11:00:00.000Z
sensor.ds18b20_sensor_288ba6,27.49678951793403,2025-09-28T12:00:00.000Z
sensor.ds18b20_sensor_288ba6,25.882302123993057,2025-09-28T13:00:00.000Z
sensor.ds18b20_sensor_288ba6,24.394242098645833,2025-09-28T14:00:00.000Z
sensor.ds18b20_sensor_288ba6,23.21262366529514,2025-09-28T15:00:00.000Z
sensor.ds18b20_sensor_288ba6,21.46766532201389,2025-09-28T16:00:00.000Z
sensor.ds18b20_sensor_288ba6,19.270594905243055,2025-09-28T17:00:00.000Z
sensor.ds18b20_sensor_288ba6,17.77289051293403,2025-09-28T18:00:00.000Z
sensor.ds18b20_sensor_288ba6,16.79604227885417,2025-09-28T19:00:00.000Z
sensor.ds18b20_sensor_288ba6,16.354974945868054,2025-09-28T20:00:00.000Z
sensor.ds18b20_sensor_288ba6,16.02539880456597,2025-09-28T21:00:00.000Z
sensor.ds18b20_sensor_288ba6,15.776170053211805,2025-09-28T22:00:00.000Z
sensor.ds18b20_sensor_288ba6,15.448304056388887,2025-09-28T23:00:00.000Z
sensor.ds18b20_sensor_288ba6,15.359315618697918,2025-09-29T00:00:00.000Z
sensor.ds18b20_sensor_288ba6,15.230608934565971,2025-09-29T01:00:00.000Z
sensor.ds18b20_sensor_288ba6,15.148132385416666,2025-09-29T02:00:00.000Z
sensor.ds18b20_sensor_288ba6,14.802073024427083,2025-09-29T03:00:00.000Z
